id	title	tags	category	file
LDMsgaD_HTY	\"Leading and Lagging Indicators\" with Carsten Lützen.	leading-indicators,lagging-indicators,metrics,data-driven,goal-setting,measurement,agile-coaching	Agile & Product	videos/carsten-lutzen/CL_132_leading-and-lagging-indicators-with-carsten-lützen.md
rG5VtNadOYs	Pragmatism" with Carsten Lützen	pragmatism,agile-coaching,scrum,experimentation,cynefin,complexity,iterative-development	Concept	videos/carsten-lutzen/CL_133_pragmatism-with-carsten-lützen.md
c_EUuhr5C-k	\"Nonviolent Communication\" with Carsten Lützen	nonviolent-communication,nvc,conflict-resolution,communication,feelings,needs,de-escalation	Coaching Technique	videos/carsten-lutzen/CL_134_nonviolent-communication-with-carsten-lützen.md
urBqCmgJoAE	\"Sprint Goal\" with Carsten Lützen	sprint-goal,scrum,agile,timeboxing,sprint-planning,miracle-question,solution-focused	Agile & Product	videos/carsten-lutzen/CL_135_sprint-goal-with-carsten-lützen.md
5JdfzetoIaI	\"Problem Story\" with Carsten Lützen	problem-story,backlog-refinement,user-stories,product-backlog,agile,scrum,backlog-items	Agile & Product	videos/carsten-lutzen/CL_136_problem-story-with-carsten-lützen.md
e-0CEd-pyrA	Improvement Story" with Carsten Lützen	improvement-stories,user-stories,job-stories,backlog-refinement,goal-setting,product-backlog,agile	Agile & Product	videos/carsten-lutzen/CL_137_improvement-story-with-carsten-lützen.md
bo4gghna9RM	\"Job Story\" with Carsten Lützen	job-stories,user-stories,backlog,product-backlog,agile,scrum,epics	Agile & Product	videos/carsten-lutzen/CL_138_job-story-with-carsten-lützen.md
-uhya_PHMvg	\"User Story\" with Carsten Lützen	user-stories,product-backlog,agile,scrum,personas,acceptance-criteria,product-owner	Agile & Product	videos/carsten-lutzen/CL_139_user-story-with-carsten-lützen.md
jKPb4vBMMCw	Imposter Syndrome" with Carsten Lützen	imposter-syndrome,psychological-safety,appreciative-feedback,positive-reinforcement,agile-coaching,scrum-master,self-worth	Concept	videos/carsten-lutzen/CL_140_imposter-syndrome-with-carsten-lützen.md
dcZp8TxdSRA	Helping Heuristics" with Carsten Lützen	helping-heuristics,liberating-structures,coaching,feedback,asking-for-help,triads,facilitation	Coaching Technique	videos/carsten-lutzen/CL_141_helping-heuristics-with-carsten-lützen.md
a_kKxzwDCOQ	\"Workshop Alignment\" with Carsten Lützen	workshop-alignment,workshop-preparation,facilitation,pre-workshop,scoping,stakeholder-alignment,desired-outcomes	Facilitator Craft	videos/carsten-lutzen/CL_142_workshop-alignment-with-carsten-lützen.md
IgrsQCqyesE	\"Silence\" with Carsten Lützen	silence,reflective-silence,restorative-silence,relational-silence,facilitation,quiet-time,liberating-structures	Facilitator Craft	videos/carsten-lutzen/CL_143_silence-with-carsten-lützen.md
folm3tQ985E	\"Word Associations\" with Carsten Lützen	word-association,icebreaker,self-introduction,speaker-intro,facilitation,energizer,conference	Facilitation Method	videos/carsten-lutzen/CL_144_word-associations-with-carsten-lützen.md
OSd4LsZEPfE	\"Quiet Time\" with Carsten Lützen	quiet-time,silence,reflection,1-2-4-all,liberating-structures,facilitation,introversion	Facilitator Craft	videos/carsten-lutzen/CL_145_quiet-time-with-carsten-lützen.md
euFzN0w8oDQ	\"Confirmation Bias\" with Carsten Lützen	confirmation-bias,cognitive-bias,number-sequence-exercise,workshop-exercise,hypothesis-testing,facilitation,awareness	Concept	videos/carsten-lutzen/CL_146_confirmation-bias-with-carsten-lützen.md
e0zqb83tGYc	Flipchart Layout" with Carsten Lützen	flipchart,visual-facilitation,layout,handwriting,workshop-design,facilitation-tools,sketching	Facilitator Craft	videos/carsten-lutzen/CL_147_flipchart-layout-with-carsten-lützen.md
sB4BNjcRZGw	\"Fonts\" with Carsten Lützen	flip-chart,handwriting,facilitation-basics,visual-facilitation,muscle-memory,lettering,workshop-materials	Facilitator Craft	videos/carsten-lutzen/CL_148_fonts-with-carsten-lützen.md
x_jNbnRJS-Y	\"Circle of Influence\" with Carsten Lützen	circle-of-influence,mental-model,retrospective,action-items,shared-language,facilitation,agile-coaching	Concept	videos/carsten-lutzen/CL_149_circle-of-influence-with-carsten-lützen.md
XhfY4ummQXQ	\"Parkinson's Law\" with Carsten Lützen	parkinsons-law,time-management,sprint-planning,agile,scrum,productivity,pseudo-work	Concept	videos/carsten-lutzen/CL_150_parkinsons-law-with-carsten-lützen.md
Ykyy2XyCuBQ	\"Oscars\" with Carsten Lützen	retrospective,sprint-review,backlog-review,dot-voting,award-ceremony,celebration,team-reflection	Retro Format	videos/carsten-lutzen/CL_151_oscars-with-carsten-lützen.md
DABUbium-5o	Popcorn Theory" with Carsten Lützen	popcorn-theory,facilitation,psychological-safety,1-2-4-all,liberating-structures,group-discussion,metaphor	Concept	videos/carsten-lutzen/CL_152_popcorn-theory-with-carsten-lützen.md
p0qznLcKtU0	Statues" by Carsten Lützen	energizer,improv,statues,warm-up,team-activity,physical,creative	Energizer	videos/carsten-lutzen/CL_153_statues-by-carsten-lützen.md
SUW7QQF10PU	\"Raising Hands\" with Carsten Lützen	pair-formation,self-organization,impromptu-networking,liberating-structures,facilitation-tip,pairing,group-dynamics	Facilitation Method	videos/carsten-lutzen/CL_154_raising-hands-with-carsten-lützen.md
chQTt59N2eI	\"4-2-1-SNAP\" with Carsten Lützen	4-2-1-snap,liberating-structures,one-two-four-all,closure,discussion,retrospective,facilitation	Retro Format	videos/carsten-lutzen/CL_155_4-2-1-snap-with-carsten-lützen.md
PnGN9EewF5M	\"Dialogic Orientation Quadrant\" with Carsten Lützen	dialogic-orientation-quadrant,doq,coaching-questions,solution-focused,question-loading,preferred-future,resourceful-past	Coaching Technique	videos/carsten-lutzen/CL_156_dialogic-orientation-quadrant-with-carsten-lützen.md
CfXfOUPKyF8	\"Lean Coffee™\" with Carsten Lützen	lean-coffee,retrospective,facilitation,time-boxing,voting,prioritization,meetup	Facilitation Method	videos/carsten-lutzen/CL_157_lean-coffee-with-carsten-lützen.md
sy_Zq6vXlXg	\"Eisenhower Matrix\" with Carsten Lützen	eisenhower-matrix,prioritization,time-management,delegation,process-improvement,burnout-prevention,scrum-master	Facilitation Method	videos/carsten-lutzen/CL_158_eisenhower-matrix-with-carsten-lützen.md
RQzN-jDUP-w	\"Control Chart\" with Carsten Lützen	control-chart,flow-metrics,cycle-time,predictability,kanban,agile-metrics,bottleneck	Agile & Product	videos/carsten-lutzen/CL_159_control-chart-with-carsten-lützen.md
wFxQl_lEh-k	\"Worksheets\" with Carsten Lützen	worksheets,workshop-design,facilitation,user-interviews,liberating-structures,one-two-for-all,sticky-notes	Facilitator Craft	videos/carsten-lutzen/CL_160_worksheets-with-carsten-lützen.md
GX8JF491eFs	Improv Prototyping" with Carsten Lützen	improv-prototyping,liberating-structures,improvisation,prototyping,facilitation,retrospective,iterative-design	Facilitation Method	videos/carsten-lutzen/CL_161_improv-prototyping-with-carsten-lützen.md
432zZ9hIoCY	\"Future Campfire\" with Carsten Lützen	future-campfire,time-travel,retrospective,debriefing,liberating-structures,solution-focused,campfire	Retro Format	videos/carsten-lutzen/CL_162_future-campfire-with-carsten-lützen.md
Fss2xvraX98	\"36 Questions that Lead to Love\" with Carsten Lützen	36-questions,impromptu-networking,mad-t,energizer,connection,team-building,liberating-structures	Facilitation Method	videos/carsten-lutzen/CL_163_36-questions-that-lead-to-love-with-carsten-lützen.md
o5VrLwm_Zos	\"Spiral Journal\" with Carsten Lützen	spiral-journal,liberating-structures,reflection,retrospective,individual-reflection,introvert-friendly,quiet-reflection	Facilitation Method	videos/carsten-lutzen/CL_164_spiral-journal-with-carsten-lützen.md
bA-6PWy4Uxg	Presentation Tips" with Carsten Lützen	presentation-skills,public-speaking,body-language,slide-design,storytelling,preparation,facilitation	Facilitator Craft	videos/carsten-lutzen/CL_165_presentation-tips-with-carsten-lützen.md
C28imCqzXhE	\"Johari Window\" with Carsten Lützen	johari-window,self-awareness,feedback,coaching,blind-spot,transparency,psychological-safety	Feedback	videos/carsten-lutzen/CL_166_johari-window-with-carsten-lützen.md
jUjnEeovNcA	\"Christmas Greeting\" with Carsten Lützen	team-appreciation,end-of-year,personalized-letters,recognition,team-culture,psychological-safety,agile-coaching	Personal	videos/carsten-lutzen/CL_167_christmas-greeting-with-carsten-lützen.md
6gonC4ewCpg	Naughty or Nice" with Carsten Lützen	retrospective,christmas-retrospective,naughty-or-nice,stop-start-continue,team-reflection,sprint-retrospective,facilitation	Retro Format	videos/carsten-lutzen/CL_168_naughty-or-nice-with-carsten-lützen.md
9Rie9awnh44	\"Birthday Song\" with Carsten Lützen	energizer,icebreaker,birthday-song,name-learning,re-energizer,after-break,multi-day-workshop	Energizer	videos/carsten-lutzen/CL_169_birthday-song-with-carsten-lützen.md
gGeS3sq6g2k	\"I see you at your best when...\" with Carsten Lützen	feedback,strengths-based,asynchronous-feedback,team-feedback,positive-feedback,solution-focused,whiteboard	Feedback	videos/carsten-lutzen/CL_170_i-see-you-at-your-best-when-with-carsten-lützen.md
rtABQnua32A	\"Connections\" with Carsten Lützen	connections,icebreaker,energizer,yarn,virtual,in-person,team-building	Energizer	videos/carsten-lutzen/CL_171_connections-with-carsten-lützen.md
cMAniNbv1mM	Human Org Chart" with Carsten Lützen	human-org-chart,organizational-structure,sensemaking,physical-exercise,team-awareness,facilitation,org-design	Facilitation Method	videos/carsten-lutzen/CL_172_human-org-chart-with-carsten-lützen.md
DK1aZEvi8Oo	\"What do an Agile Coach do?\" with Carsten Lützen	agile-coaching,scrum-master,role-definition,metaphor,team-environment,habits,gardener	Personal	videos/carsten-lutzen/CL_173_what-do-an-agile-coach-do-with-carsten-lützen.md
h7nT0-Smun4	Strength Test" with Carsten Lützen	decision-making,strength-test,venn-diagram,dot-voting,workshop,transparency,gut-feeling	Facilitation Method	videos/carsten-lutzen/CL_174_strength-test-with-carsten-lützen.md
gkwKrDxg2wA	\"Waltz\" wtih Carsten Lützen	energizer,dancing,waltz,movement,workshop,facilitation,physical-activity	Energizer	videos/carsten-lutzen/CL_175_waltz-wtih-carsten-lützen.md
25gnhhyjD_8	Suspense" with Carsten Lützen	meeting-closing,humor,psychological-safety,online-facilitation,icebreaker,meeting-culture,fun	Energizer	videos/carsten-lutzen/CL_176_suspense-with-carsten-lützen.md
vEl7vx4VPyU	Storytelling for Facilitators\" with Carsten Lützen	storytelling,facilitation,workshop-design,engagement,context-conflict-change,narrative,opening-techniques	Facilitator Craft	videos/carsten-lutzen/CL_177_storytelling-for-facilitators-with-carsten-lützen.md
_1VZ3e5fjg0	\"Invisible Facilitation Tasks\" with Carsten Lützen	holding-space,reading-the-room,facilitation-presence,setting-the-mood,invisible-tasks,psychological-safety,nudging	Facilitator Craft	videos/carsten-lutzen/CL_178_invisible-facilitation-tasks-with-carsten-lützen.md
mSBHH5EPpwY	\"The Wave\" with Carsten Lützen	agile,wave-metaphor,complexity,psychological-safety,purpose-driven,human-centered,team-coaching	Concept	videos/carsten-lutzen/CL_179_the-wave-with-carsten-lützen.md
pQCVvD722oM	\"Futures Wheel\" with Carsten Lützen	futures-wheel,consequence-mapping,systems-thinking,what-if,brainstorming,workshop-design,facilitation	Facilitation Method	videos/carsten-lutzen/CL_180_futures-wheel-with-carsten-lützen.md
xc40BxvSLjA	5 Characteristics of Play... ful work" with Carsten Lützen	playful-work,play,lego-foundation,workshop-design,facilitation,liberating-structures,engagement	Concept	videos/carsten-lutzen/CL_181_5-characteristics-of-play-ful-work-with-carsten-lützen.md
4-Ywg0UJEss	\"Ending on a High\" with Carsten Lützen	workshop-closing,closing-activity,energizer,massage-circle,high-five,one-word-debrief,physical-activity	Energizer	videos/carsten-lutzen/CL_182_ending-on-a-high-with-carsten-lützen.md
R5worCVQBc4	\"Friction is also Feedback\" with Carsten Lützen	friction,feedback,change-management,resistance,listening,reframing,organizational-change	Concept	videos/carsten-lutzen/CL_183_friction-is-also-feedback-with-carsten-lützen.md
a-GFwNnZ6g8	\"Negativity Bias\" with Carsten Lützen	negativity-bias,cognitive-bias,feedback,role-modeling,psychological-safety,behavior-change,facilitation	Concept	videos/carsten-lutzen/CL_184_negativity-bias-with-carsten-lützen.md
hAxT_5cs0p0	\"Impression Management\" with Carsten Lützen	impression-management,authenticity,psychological-safety,facilitation,trust,manipulation,group-dynamics	Facilitator Craft	videos/carsten-lutzen/CL_185_impression-management-with-carsten-lützen.md
5RPt6-PkxgU	\"Days Since Last\" with Carsten Lützen	days-since-last,visual-metrics,kanban,scrum,streak,continuous-delivery,retrospective	Agile & Product	videos/carsten-lutzen/CL_186_days-since-last-with-carsten-lützen.md
b3kJWuHL_Js	When Flow Beats the Agenda	flow-state,agenda-design,flexible-timing,psychological-safety,energizer,workshop-design,facilitation	Facilitator Craft	videos/carsten-lutzen/CL_187_when-flow-beats-the-agenda-with-carsten-lützen.md
UPTZ09iH7mA	\"Hybrid Meetings\" with Carsten Lützen	hybrid-meetings,facilitation,remote,online-participants,tech-setup,gimbal,gallery-walk	Facilitator Craft	videos/carsten-lutzen/CL_199_hybrid-meetings-with-carsten-lützen.md
BItraJy4fpQ	\"I'd rather have a hole in my team...\" with Carsten Lützen	team-dynamics,psychological-safety,negativity,toxicity,team-health,coaching,inclusion	Concept	videos/carsten-lutzen/CL_205_id-rather-have-a-hole-in-my-team-with-carsten-lützen.md
jOD_d7b1JfQ	\"Positive Impact\" with Carsten Lützen	impact-mapping,self-reflection,coaching,agile-coaching,scrum-master,facilitation,personal-development	Coaching Technique	videos/carsten-lutzen/CL_206_positive-impact-with-carsten-lützen.md
-jqbiCXw1j4	\"Less Expert, More Coach\" with Carsten Lützen	expert-to-coach,coaching-mindset,scrum-master,agile-coaching,advice-giving,active-listening,silence	Concept	videos/carsten-lutzen/CL_207_less-expert-more-coach-with-carsten-lützen.md
Qu5bht3urKA	\"Lost Agile Coach?\" with Carsten Lützen	agile-coaching,identity,role-clarity,scrum-master,certification,professional-coaching,facilitation	Personal	videos/carsten-lutzen/CL_208_lost-agile-coach-with-carsten-lützen.md
8orC4B7X-2o	Read, Rest, Reflect, Repeat" with Carsten Lützen	rest,reflection,cognitive-load,downtime,personal-development,slow-living,mindfulness	Personal	videos/carsten-lutzen/CL_209_read-rest-reflect-repeat-with-carsten-lützen.md
zXQEjUCfkcg	\"Suggestions for Success\" with Carsten Lützen	ground-rules,suggestions-for-success,stage-setting,workshop-opening,vegas-rule,co-facilitation,lean-in	Facilitation Method	videos/carsten-lutzen/CL_210_suggestions-for-success-with-carsten-lützen.md
03RWve8Qhts	\"Role Model\" with Carsten Lützen	["role-modeling", "show-don't-tell", "psychological-safety", "facilitation-presence", "trust-building", "transparency", "energizer", "physical-activity", "plank", "device-policy", "liberators", "whispering-at-the-top-of-lungs"]	Facilitator Craft	videos/carsten-lutzen/CL_211_role-model-with-carsten-lützen.md
QBe7Td8waTI	\"Constellations\" with Carsten Lützen	constellations,physical-exercise,silent-reflection,debriefing,psychological-safety,group-sensing,facilitation	Facilitation Method	videos/carsten-lutzen/CL_212_constellations-with-carsten-lützen.md
80cvxcvgA-s	\"Coloring\" with Carsten Lützen	visual-facilitation,flip-chart,markers,crayons,chalk-pastels,coloring,workshop-materials	Facilitator Craft	videos/carsten-lutzen/CL_213_coloring-with-carsten-lützen.md
lrltlokoWZ8	\"Voting Retro\" with Carsten Lützen	retrospective,voting,topic-selection,facilitation,scrum,agile-coaching,communication	Retro Format	videos/carsten-lutzen/CL_214_voting-retro-with-carsten-lützen.md
ZOpxwUzIWXY	\"Favorite Toy\" with Carsten Lützen	energizer,icebreaker,favorite-toy,online-facilitation,virtual-whiteboard,liberating-structures,1-2-4-all	Energizer	videos/carsten-lutzen/CL_215_favorite-toy-with-carsten-lützen.md
uzlNWmNh9Ao	\"Chair Game\" with Carsten Lützen	chair-game,energizer,icebreaker,silence,transparency,collaboration,competing-goals	Energizer	videos/carsten-lutzen/CL_216_chair-game-with-carsten-lützen.md
RbkllPNSBDI	\"Speech Bubbles\" with Carsten Lützen	speech-bubbles,flip-chart,visual-facilitation,drawing,process-illustration,thought-bubbles,workshop-visuals	Facilitator Craft	videos/carsten-lutzen/CL_227_speech-bubbles-with-carsten-lützen.md
bm0kS51z2jA	\"Process Illustration\" with Carsten Lützen	process-illustration,visual-facilitation,flip-chart,drawing,backlog,refinement,workshop-design	Facilitator Craft	videos/carsten-lutzen/CL_228_process-illustration-with-carsten-lützen.md
36tcQrkt9ew	\"Success?!?\" with Carsten Lützen	success,definition-of-success,time-scope-outcome,workshop-exercise,team-alignment,business-outcome,facilitation	Facilitation Method	videos/carsten-lutzen/CL_229_success-with-carsten-lützen.md
0nz6HgiHpTc	\"Cheerleader Rock Paper Scissors\" with Carsten Lützen	energizer,icebreaker,rock-paper-scissors,cheerleader,physical-activity,in-person,warm-up	Energizer	videos/carsten-lutzen/CL_230_cheerleader-rock-paper-scissors-with-carsten-lützen.md
qDmZZwaHztQ	\"Battery\" with Carsten Lützen	battery,check-in,energizer,icebreaker,mental-health,energy-levels,signs-of-change	Energizer	videos/carsten-lutzen/CL_231_battery-with-carsten-lützen.md
gBa3AvYspDA	\"Dependency Map\" with Carsten Lützen	dependency-map,dependencies,multi-team,scaling,sprint-planning,visualization,physical-facilitation	Facilitation Method	videos/carsten-lutzen/CL_232_dependency-map-with-carsten-lützen.md
UofeMYHah3g	\"The Curse of Knowledge\" with Carsten Lützen	curse-of-knowledge,cognitive-bias,communication,agile-coaching,onboarding,assumptions,ego	Concept	videos/carsten-lutzen/CL_233_the-curse-of-knowledge-with-carsten-lützen.md
KiD9c2NbIM4	\"The Bouncer\" with Carsten Lützen	conflict-escalation,conflict-staircase,third-party-intervention,de-escalation,solution-focused-coaching,miracle-question,agile-coaching	Coaching Technique	videos/carsten-lutzen/CL_234_the-bouncer-with-carsten-lützen.md
uvxnXZzxXn0	\"Good Mistakes\" with Carsten Lützen	good-mistakes,psychological-safety,fail-fast,feedback-loops,learning,team-culture,risk-reduction	Concept	videos/carsten-lutzen/CL_235_good-mistakes-with-carsten-lützen.md
cqFAJ3O8Uvk	\"IKIGAI\" with Carsten Lützen	ikigai,purpose,self-reflection,coaching,career,meaning,values	Concept	videos/carsten-lutzen/CL_236_ikigai-with-carsten-lützen.md
o97xPve-b1s	The Power of Small" with Carsten Lützen	energizer,icebreaker,playfulness,psychological-safety,tiebreaker,dad-jokes,would-you-rather	Facilitator Craft	videos/carsten-lutzen/CL_237_the-power-of-small-with-carsten-lützen.md
7-u6o8uEjbM	Sailboat... with a riff	sailboat,retrospective,metaphor,risk-identification,anchors,wind,reef	Retro Format	videos/carsten-lutzen/CL_238_sailboat-with-a-riff-by-carsten-lützen.md
HGIhe38TN24	Webinar Setup with Carsten Lützen	webinar,setup,ipad,digital-facilitation,live-drawing,goodnotes,reflector	Facilitator Craft	videos/carsten-lutzen/CL_239_webinar-setup-with-carsten-lützen.md
IA6UtZcmKqM	\"Everything is Data\" with Carsten Lützen	everything-is-data,observation,data-collection,team-dynamics,agile-coaching,scrum-master,closed-doors	Coaching Technique	videos/carsten-lutzen/CL_276_everything-is-data-with-carsten-lützen.md
418RPPvf2Rk	\"How Might We's\" with Carsten Lützen	how-might-we,design-thinking,design-sprint,retrospective,problem-framing,reframing,facilitation	Facilitation Method	videos/carsten-lutzen/CL_277_how-might-wes-with-carsten-lützen.md
Ss4PKsNBAgI	The Dunning Kruger Effect" with Carsten Lützen	dunning-kruger,cognitive-bias,competence,confidence,learning,mental-model,self-awareness	Concept	videos/carsten-lutzen/CL_278_the-dunning-kruger-effect-with-carsten-lützen.md
WWdJiRscupE	My Journey" by Carsten Lützen	career-journey,agile-coaching,scrum-master,solution-focused-coaching,icf-certification,liberating-structures,personal-story	Personal	videos/carsten-lutzen/CL_279_my-journey-by-carsten-lützen.md
AQaKQF5OELc	Segmentation" by Carsten Lützen	segmentation,standing-on-a-line,grouping,conversation-starter,icebreaker,psychological-safety,liberating-structures	Facilitation Method	videos/carsten-lutzen/CL_280_segmentation-by-carsten-lützen.md
VPMlyu4DhJk	Liberating Structures Agenda" by Carsten Lützen	liberating-structures,agenda-design,workshop-planning,visual-facilitation,agenda-cards,kanban,pdf-tool	Facilitator Craft	videos/carsten-lutzen/CL_281_liberating-structures-agenda-by-carsten-lützen.md
iTXIPqTxjIg	Why Sharing is Good	sharing,knowledge-sharing,personal-growth,vulnerability,community,communication,reflection	Personal	videos/carsten-lutzen/CL_282_why-sharing-is-good-by-carsten-lützen.md
GDODJEH2Obg	\"Competing Plans\" with Carsten Lützen	competing-plans,planning,workshop-design,group-exercise,convergence,dot-voting,confidence-voting	Facilitation Method	videos/carsten-lutzen/CL_283_competing-plans-with-carsten-lützen.md
z5ZG8EuU95w	\"Daily / Daily Scrum / Stand-up / ...\" with Carsten Lützen	daily-scrum,stand-up,scrum,agile,1-2-4-all,large-teams,scrum-ceremonies	Agile & Product	videos/carsten-lutzen/CL_284_daily-daily-scrum-stand-up-with-carsten-lützen.md
ftf9UVKCco4	\"Social Network Webbing\" with Carsten Lützen	social-network-webbing,liberating-structures,network-mapping,stakeholder-mapping,1-2-4-all,collaboration,team-dynamics	Facilitation Method	videos/carsten-lutzen/CL_285_social-network-webbing-with-carsten-lützen.md
E2NUAYO-vGg	Flipchart Tips 2	flipchart,visual-facilitation,markers,workshop-materials,drawing,color-theory,facilitation-tools	Facilitator Craft	videos/carsten-lutzen/CL_286_flipchart-tips-2.md
J30jPgh5kdE	Back to Back Listening" with Carsten Lützen	back-to-back-listening,liberating-structures,energizer,empathy,music,perception,trust	Energizer	videos/carsten-lutzen/CL_287_back-to-back-listening-with-carsten-lützen.md
Xa_lgukGNZw	Integrated Autonomy" with Carsten Lützen	integrated-autonomy,liberating-structures,either-or-thinking,both-and-thinking,wicked-questions,polarities,team-autonomy	Facilitation Method	videos/carsten-lutzen/CL_288_integrated-autonomy-with-carsten-lützen.md
JVIKEPLFznI	\"Counting Together\" with Carsten Lützen	energizer,icebreaker,physical,pairs,counting,coordination,warm-up	Energizer	videos/carsten-lutzen/CL_289_counting-together-with-carsten-lützen.md
0OHRCHXdcQA	\"Tiebreakers\" with Carsten Lützen	tiebreaker,pair-work,liberating-structures,impromptu-networking,1-2-4-all,psychological-safety,icebreaker	Facilitation Method	videos/carsten-lutzen/CL_290_tiebreakers-with-carsten-lützen.md
rHgwdC9aVSc	\"Dart\" with Carsten Lützen	dart,bullseye,retrospective,visual-facilitation,sprint-review,target,post-its	Facilitation Method	videos/carsten-lutzen/CL_291_dart-with-carsten-lützen.md
lzJse2ESeS8	Navigation" with Carsten Lützen	coaching,navigation,coaching-agreement,north-star,one-on-one,session-structure,closing	Coaching Technique	videos/carsten-lutzen/CL_292_navigation-with-carsten-lützen.md
WqYmk0enDVI	Scrum Mom" by Carsten Lützen	scrum-mom,anti-pattern,scrum-master,accountability,ownership,empowerment,fail-fast	Concept	videos/carsten-lutzen/CL_293_scrum-mom-by-carsten-lützen.md
0yyakDr8oG8	Difference" With Carsten Lützen	difference-question,solution-focused,coaching-questions,perspective-taking,retrospective,one-on-one,goal-clarification	Coaching Technique	videos/carsten-lutzen/CL_294_difference-with-carsten-lützen.md
izppU_gcR6g	\"Walk & Talk\" with Carsten Lützen	walk-and-talk,one-on-one,movement,energizer,workshop-design,online-facilitation,pairs	Facilitation Method	videos/carsten-lutzen/CL_295_walk-talk-with-carsten-lützen.md
LAVz6iC5HA4	Playful Agility" with Carsten Lützen	playfulness,energizer,team-building,dad-jokes,psychological-safety,fun,team-dynamics	Facilitator Craft	videos/carsten-lutzen/CL_296_playful-agility-with-carsten-lützen.md
LCglZJtAobE	\"Workshop Skeleton\" with Carsten Lützen	workshop-design,workshop-skeleton,facilitation,agenda,energizer,best-hopes,session-rules	Facilitator Craft	videos/carsten-lutzen/CL_297_workshop-skeleton-with-carsten-lützen.md
82gHVeDXG4M	\"TRIZ\" wtih Carsten Lützen	triz,liberating-structures,retrospective,facilitation,inversion,workshop,1-2-4-all	Facilitation Method	videos/carsten-lutzen/CL_298_triz-wtih-carsten-lützen.md
JbcWosWEA6s	Agile Coaching Competency Framework" with Carsten Lützen	agile-coaching,competency-framework,liz-atkins,professional-coaching,facilitation,mentoring,teaching	Concept	videos/carsten-lutzen/CL_312_agile-coaching-competency-framework-with-carsten-lützen.md
su0FI6zCjcY	My Coaching Journey with Carsten Lützen	coaching-journey,solution-focused-coaching,icf-certification,clean-language,mentor-coaching,acc,peer-coaching	Personal	videos/carsten-lutzen/CL_313_my-coaching-journey-with-carsten-lützen.md
4EzVAIzOnEM	\"Impromptu Networking\" with Carsten Lützen	impromptu-networking,liberating-structures,energizer,icebreaker,pairing,prompts,warm-up	Energizer	videos/carsten-lutzen/CL_314_impromptu-networking-with-carsten-lützen.md
g-OKIkp5lF8	My day" by Carsten Lützen	scrum-master,agile-coach,daily-routine,role-modeling,imposter-syndrome,learning,team-observation	Personal	videos/carsten-lutzen/CL_315_my-day-by-carsten-lützen.md
YjF_fDb74Yc	Lack of Trust by Carsten Lützen	trust,absence-of-trust,five-dysfunctions,tuckman,storming,team-dynamics,psychological-safety	Coaching Technique	videos/carsten-lutzen/CL_316_lack-of-trust-by-carsten-lützen.md
AWAMktCjIXw	\"Barry's Tip\" with Carsten Lützen	instruction-giving,facilitation-language,group-management,barry-overeem,liberating-structures,facilitation-tip,clarity	Facilitator Craft	videos/carsten-lutzen/CL_317_barrys-tip-with-carsten-lützen.md
lT6aG6bPXmE	\"Liberating Structures Micro-Design Elements\" with Carsten Lützen	liberating-structures,micro-design,structural-elements,facilitation-design,participation,group-configuration,invitation	Concept	videos/carsten-lutzen/CL_318_liberating-structures-micro-design-elements-with-carsten-lüt.md
uzRc-VT4MOc	Wicked Questions\" by Carsten Lützen	wicked-questions,liberating-structures,paradox,facilitation,group-exercise,workshop-design,team-autonomy	Facilitation Method	videos/carsten-lutzen/CL_319_wicked-questions-by-carsten-lützen.md
2OXhdIlaBrk	Invitations" by Carsten Lützen	invitation,liberating-structures,facilitation,framing,neutrality,workshop-design,problem-space	Facilitator Craft	videos/carsten-lutzen/CL_320_invitations-by-carsten-lützen.md
93xNMOhH--Y	\"Celebrity Interview\" with Carsten Lützen	celebrity-interview,liberating-structures,interview-format,audience-engagement,facilitation,workshop-design,1-2-4-all	Facilitation Method	videos/carsten-lutzen/CL_321_celebrity-interview-with-carsten-lützen.md
4XIMbTwhkQw	New 'Scrum Master' in Team" with Carsten Lützen	scrum-master,new-team,onboarding,curiosity,observation,empirical-process,transparency	Agile & Product	videos/carsten-lutzen/CL_322_new-scrum-master-in-team-with-carsten-lützen.md
YE0k9mikMTs	\"Working Agreements\" with Carsten Lützen	working-agreements,definition-of-done,definition-of-ready,team-agreements,agile,scrum,workflow	Agile & Product	videos/carsten-lutzen/CL_323_working-agreements-with-carsten-lützen.md
MZuzW_62Hjw	Positive Feedback" with Carsten Lützen	positive-feedback,feedback,appreciation,psychological-safety,communication,workplace,feedback-sandwich	Feedback	videos/carsten-lutzen/CL_324_positive-feedback-with-carsten-lützen.md
GuRCcpiwFbY	\"Sprint Review\" with Carsten Lützen	sprint-review,scrum,agile,demo,working-session,liberating-structures,shift-and-share	Agile & Product	videos/carsten-lutzen/CL_325_sprint-review-with-carsten-lützen.md
IBjOEyX2Zwc	\"Drawing Pencils\" with Carsten Lützen	drawing,energizer,anti-energizer,warm-up,focus,creative,icebreaker	Energizer	videos/carsten-lutzen/CL_326_drawing-pencils-with-carsten-lützen.md
ZE2dd754s7A	\"Anti Energizer\" with Carsten Lützen	anti-energizer,energizer,meeting-design,mindfulness,calm,stress,meeting-opening	Facilitation Method	videos/carsten-lutzen/CL_327_anti-energizer-with-carsten-lützen.md
